profil_adi,kayit_ay,tarif_sayisi,takipci,takip,sehir,eslesen_sehir
elt42,86.0,7.0,27.0,100.0,konya,Konya
Ergun_Tunc,112.0,4.0,10.0,3.0,kahramanmaraş,Kahramanmaraş
Asli_Zeybek5,90.0,6.0,21.0,24.0,i̇zmi̇r,İzmir
zinooo,102.0,13.0,6.0,6.0,di̇yarbakir,Diyarbakır
eceMehmet,131.0,4.0,3.0,20.0,nevşehi̇r,Nevşehir
eergvnn,89.0,1.0,2.0,3.0,di̇yarbakir,Diyarbakır
aves05,77.0,5.0,4.0,0.0,i̇stanbul,İstanbul
la-bar,114.0,49.0,60.0,16.0,i̇stanbul,İstanbul
ozlemkocak1451,101.0,2.0,16.0,54.0,i̇stanbul,İstanbul
Abdullah_Turkeri2,115.0,1.0,2.0,0.0,i̇stanbul,İstanbul
pukkaninmutfagi,52.0,4.0,5.0,2.0,gazi̇antep,Gaziantep
emine-4967,49.0,3.0,10.0,18.0,adana,Adana
mehmethusnugarip,55.0,11.0,6.0,0.0,şanliurfa,Şanlıurfa
Betul_Yagmur5,94.0,7.0,9.0,1.0,mersi̇n,Mersin
Tayfun_Ceren,118.0,10.0,6.0,3.0,i̇stanbul,İstanbul
Kubra_Dereli,121.0,2.0,3.0,2.0,afyon,Afyon
withzehra,74.0,1.0,2.0,4.0,i̇stanbul,İstanbul
HelinYasemin_Karatas,97.0,2.0,1.0,5.0,di̇yarbakir,Diyarbakır
Buse_Yavas,112.0,2.0,1.0,0.0,mani̇sa,Manisa
aysaluslu,89.0,8.0,77.0,132.0,i̇stanbul,İstanbul
busraunlu_1284,39.0,1.0,1.0,3.0,i̇stanbul,İstanbul
turkcan,124.0,5.0,5.0,16.0,ankara,Ankara
Saliha_Yildirim9,117.0,3.0,2.0,3.0,kayseri̇,Kayseri
lezzetduragi38,87.0,1.0,0.0,1.0,kayseri̇,Kayseri
Dilara_Ucankus3,102.0,1.0,0.0,0.0,bursa,Bursa
rabiagundag,113.0,2.0,4.0,1.0,i̇zmi̇r,İzmir
busra79,119.0,3.0,1.0,1.0,ki̇li̇s,Kilis
dilarabsl,96.0,23.0,29.0,3.0,i̇stanbul,İstanbul
Ender_Gurlek,127.0,1.0,2.0,4.0,konya,Konya
seren8590,102.0,22.0,32.0,2.0,teki̇rdağ,Tekirdağ
Mervesnyl,40.0,2.0,2.0,5.0,konya,Konya
sevimbeyzamehmet,100.0,8.0,22.0,7.0,kocaeli̇,Kocaeli
Fatma_Ceylan36,87.0,22.0,57.0,89.0,konya,Konya
edacskn,123.0,10.0,18.0,1.0,mardi̇n,Mardin
diloshulas,126.0,7.0,7.0,12.0,bursa,Bursa
candan10,119.0,9.0,12.0,4.0,balikesi̇r,Balıkesir
aysehlal,117.0,51.0,34.0,10.0,teki̇rdağ,Tekirdağ
cadiilknur,127.0,7.0,17.0,7.0,i̇stanbul,İstanbul
Gulcan_Karahan5,46.0,1.0,0.0,1.0,ankara,Ankara
kubra15,119.0,61.0,109.0,16.0,i̇stanbul,İstanbul
nytuser_selcanusta_9761,18.0,1.0,7.0,8.0,aydin,Aydın
Fusun_InceDogancan,103.0,45.0,89.0,69.0,sakarya,Sakarya
OzaNejla_Yildirim,108.0,5.0,10.0,22.0,trabzon,Trabzon
edanyela,50.0,1.0,0.0,0.0,antalya,Antalya
Vildan-Mehmet_Kahraman,111.0,4.0,0.0,10.0,kahramanmaraş,Kahramanmaraş
hatcehalilalparslan-2704,52.0,1.0,2.0,3.0,konya,Konya
yarenyksl,74.0,2.0,2.0,3.0,i̇stanbul,İstanbul
ozgenahvar,121.0,2.0,3.0,4.0,i̇zmi̇r,İzmir
Busra_Aykut2,118.0,1.0,0.0,1.0,van,Van
Meryem_Deger3,78.0,10.0,8.0,1.0,kocaeli̇,Kocaeli
karam10,85.0,21.0,22.0,28.0,balikesi̇r,Balıkesir
Gamze_Aydin66,60.0,6.0,2.0,10.0,adana,Adana
TCMervEngin_Kacer,112.0,5.0,0.0,0.0,eski̇şehi̇r,Eskişehir
mustinin-mutfagi,77.0,2.0,2.0,1.0,gazi̇antep,Gaziantep
Duyguu_Bozkurt,61.0,5.0,5.0,5.0,i̇zmi̇r,İzmir
Sibel_BodurAkgun,126.0,6.0,5.0,7.0,ankara,Ankara
brcuaslnkya,120.0,4.0,1.0,0.0,ri̇ze,Rize
Kadriye_Dizdaroglu,147.0,43.0,49.0,12.0,edi̇rne,Edirne
Esra_Dunar,69.0,11.0,15.0,5.0,afyon,Afyon
AsenaCambo_Aguseva,95.0,1.0,2.0,4.0,i̇zmi̇r,İzmir
YasinSirin_Sirin,120.0,1.0,1.0,2.0,kayseri̇,Kayseri
smyyela24-5,87.0,2.0,2.0,3.0,teki̇rdağ,Tekirdağ
bokscunuz,116.0,1.0,1.0,9.0,i̇stanbul,İstanbul
Gulay_Iyimutaf,117.0,2.0,5.0,1.0,gazi̇antep,Gaziantep
yoriyos,131.0,7.0,36.0,69.0,kayseri̇,Kayseri
Kevser_Caliskan5,88.0,2.0,1.0,1.0,muğla,Muğla
Pervin_Alban,100.0,1.0,4.0,5.0,antalya,Antalya
TCFigen_EkrenBirkus,135.0,15.0,30.0,60.0,i̇zmi̇r,İzmir
eylullinaligunler,50.0,3.0,4.0,1.0,si̇vas,Sivas
rkyzmr,120.0,25.0,35.0,69.0,ankara,Ankara
Yasemin_Kurt2,137.0,1.0,2.0,16.0,ankara,Ankara
zeybetb,99.0,3.0,3.0,0.0,malatya,Malatya
EbruIkra_Gunes,127.0,13.0,6.0,13.0,ankara,Ankara
Fatih_Akbas6,54.0,2.0,4.0,5.0,i̇stanbul,İstanbul
irmak_Altunkaynak,97.0,6.0,8.0,2.0,ankara,Ankara
Murat_Esinti,96.0,1.0,5.0,6.0,muğla,Muğla
Elif_Ozer13,113.0,9.0,8.0,1.0,i̇zmi̇r,İzmir
Tugce_Taskiran,73.0,4.0,8.0,1.0,gazi̇antep,Gaziantep
Kader78,140.0,1.0,1.0,0.0,si̇nop,Sinop
an58,66.0,4.0,28.0,35.0,kocaeli̇,Kocaeli
erala,116.0,18.0,11.0,6.0,antalya,Antalya
sadem28,113.0,10.0,6.0,1.0,i̇stanbul,İstanbul
goog_065274bef5b4,39.0,1.0,0.0,0.0,edi̇rne,Edirne
Sureyya_Yanar,56.0,20.0,2.0,0.0,i̇stanbul,İstanbul
mirkay1869,55.0,10.0,8.0,3.0,kayseri̇,Kayseri
kbrmt,119.0,13.0,7.0,2.0,i̇stanbul,İstanbul
Emine_Sevindik,124.0,3.0,15.0,26.0,mardi̇n,Mardin
serranurc,93.0,1.0,2.0,2.0,i̇stanbul,İstanbul
cansugurel,115.0,7.0,14.0,21.0,ordu,Ordu
lezizmutfagim,121.0,25.0,90.0,29.0,sakarya,Sakarya
deryabilen,84.0,20.0,26.0,0.0,i̇stanbul,İstanbul
sudem47,108.0,1.0,0.0,0.0,i̇zmi̇r,İzmir
sunduzcosku8747,77.0,2.0,0.0,0.0,i̇stanbul,İstanbul
Fazilet_Ozdemir6,78.0,1.0,2.0,2.0,i̇zmi̇r,İzmir
ebruulii,81.0,16.0,34.0,10.0,bursa,Bursa
Sevgi_Sonmez10,91.0,2.0,0.0,0.0,i̇zmi̇r,İzmir
kadriyeylmaz27,106.0,1.0,1.0,4.0,kirikkale,Kırıkkale
hclkylmz,56.0,10.0,10.0,10.0,adiyaman,Adıyaman
pinarxx,114.0,1.0,0.0,1.0,i̇zmi̇r,İzmir
Harun_Yeninci,105.0,2.0,2.0,0.0,bursa,Bursa
DAMLAM53,120.0,2.0,5.0,10.0,bursa,Bursa
havvagunes,116.0,4.0,19.0,25.0,hatay,Hatay
nefisenfes-tugce,105.0,7.0,12.0,23.0,antalya,Antalya
hazalyalcin18,104.0,2.0,4.0,9.0,i̇zmi̇r,İzmir
dilekkurtul,96.0,8.0,4.0,1.0,i̇stanbul,İstanbul
nytuser_elanurkarkas_4251,28.0,1.0,2.0,4.0,mani̇sa,Manisa
deryacolak,125.0,13.0,15.0,21.0,ankara,Ankara
aliefendi,67.0,8.0,18.0,3.0,yozgat,Yozgat
nidya-ilkay,109.0,3.0,3.0,45.0,samsun,Samsun
Sema_Kara7,114.0,3.0,2.0,1.0,i̇stanbul,İstanbul
Zemzem_Krkmz,120.0,3.0,7.0,3.0,şanliurfa,Şanlıurfa
esrasrcn,125.0,1.0,2.0,21.0,muğla,Muğla
OznurHayati_Dogan,103.0,37.0,37.0,12.0,konya,Konya
HalilHayriye_Koseoglu,101.0,5.0,1.0,2.0,eski̇şehi̇r,Eskişehir
hilalefe6363,102.0,2.0,4.0,16.0,şanliurfa,Şanlıurfa
nilgunanar,118.0,1.0,2.0,0.0,bursa,Bursa
Vahide_BulutVural,111.0,3.0,3.0,0.0,hatay,Hatay
Ugur_Bozkurt3,119.0,7.0,10.0,26.0,deni̇zli̇,Denizli
asyalinamm,84.0,4.0,20.0,8.0,yozgat,Yozgat
muhittinozcan33,67.0,3.0,4.0,3.0,mersi̇n,Mersin
Medine_Gunes4,116.0,4.0,5.0,3.0,i̇stanbul,İstanbul
NurgulMuammer_Demir,114.0,4.0,2.0,3.0,kocaeli̇,Kocaeli
tandengul,78.0,1.0,70.0,7.0,antalya,Antalya
hilalyegin2592,78.0,13.0,23.0,8.0,di̇yarbakir,Diyarbakır
Dilara_Ozdinc,55.0,4.0,0.0,0.0,şanliurfa,Şanlıurfa
dilaraguleryuz,93.0,9.0,5.0,2.0,antalya,Antalya
hatice-aydinn554,116.0,105.0,1189.0,462.0,sakarya,Sakarya
goog_ba3b081a02d2,41.0,1.0,1.0,3.0,kars,Kars
mavi12348,101.0,3.0,78.0,176.0,i̇zmi̇r,İzmir
ozzleemmm,98.0,1.0,2.0,6.0,i̇stanbul,İstanbul
tugbadereli61,112.0,10.0,33.0,0.0,i̇stanbul,İstanbul
zeynepsaresinem,68.0,5.0,22.0,34.0,ankara,Ankara
Jasima_Ela,100.0,3.0,1.0,20.0,edi̇rne,Edirne
Hilal_Isildak,64.0,2.0,1.0,0.0,artvi̇n,Artvin
Recep_Duygu,114.0,31.0,79.0,10.0,aksaray,Aksaray
goog_7e39b3614b9a,50.0,2.0,1.0,2.0,aydin,Aydın
gulsedaibs,97.0,5.0,3.0,0.0,bursa,Bursa
nytuser_maliksunbul_0226,28.0,1.0,1.0,0.0,bursa,Bursa
Mehmet_Emin21,94.0,2.0,4.0,5.0,konya,Konya
ilksenn0,106.0,1.0,0.0,1.0,ankara,Ankara
orhksp,130.0,34.0,583.0,7.0,i̇stanbul,İstanbul
fatmanurhnm,110.0,12.0,56.0,87.0,i̇stanbul,İstanbul
semadag00,75.0,5.0,6.0,1.0,adana,Adana
Burcu_Sen16,107.0,3.0,4.0,5.0,balikesi̇r,Balıkesir
ebruyenice,50.0,3.0,140.0,253.0,malatya,Malatya
shan16,77.0,11.0,415.0,579.0,afyon,Afyon
Tugba_Dincel,127.0,13.0,20.0,2.0,ankara,Ankara
esraerdgn,105.0,16.0,12.0,4.0,i̇stanbul,İstanbul
ozlemabay54,54.0,2.0,3.0,1.0,sakarya,Sakarya
esra-sainkaplan-4161,50.0,9.0,15.0,9.0,tokat,Tokat
nohutyemekleri,59.0,5.0,7.0,0.0,malatya,Malatya
saliha-mehmet,123.0,4.0,12.0,21.0,tekirdağ,Tekirdağ
CografyaOgretmeni_Cicek,76.0,1.0,7.0,3.0,i̇stanbul,İstanbul
esranur85,120.0,1.0,2.0,4.0,ankara,Ankara
HaciArif_Alsancak,104.0,8.0,5.0,1.0,kirikkale,Kırıkkale
betldy,93.0,6.0,4.0,3.0,bursa,Bursa
emine-dilruba,124.0,4.0,2.0,9.0,ankara,Ankara
TC_Hascelik,140.0,6.0,10.0,18.0,antalya,Antalya
buseslemergnl,106.0,2.0,1.0,16.0,mani̇sa,Manisa
RumeysaEnes_Bekmezli,62.0,3.0,0.0,0.0,osmani̇ye,Osmaniye
Merve_Aysan5,97.0,1.0,1.0,0.0,i̇stanbul,İstanbul
eliminlezzetlitarifleri,73.0,6.0,16.0,14.0,aydin,Aydın
aysemavi,86.0,4.0,2.0,2.0,kahramanmaraş,Kahramanmaraş
sevalgumus5757,78.0,1.0,9.0,21.0,adana,Adana
nytuser_asenaguney_1899,47.0,1.0,0.0,1.0,i̇stanbul,İstanbul
nytuser_suraozturk_5994,55.0,2.0,1.0,0.0,kocaeli̇,Kocaeli
Emine_Kisacik,119.0,8.0,1.0,2.0,ordu,Ordu
rdyshn,116.0,7.0,11.0,9.0,i̇stanbul,İstanbul
aminedgn,86.0,9.0,15.0,1.0,isparta,Isparta
Duygu_ArslanGuvenoglu,125.0,20.0,16.0,7.0,i̇stanbul,İstanbul
OmerAysem_Karaarslan2,73.0,8.0,7.0,6.0,kayseri̇,Kayseri
emellsozer,60.0,1.0,1.0,1.0,kocaeli̇,Kocaeli
Mensure_Sancak,95.0,1.0,2.0,2.0,i̇stanbul,İstanbul
ezgikoc,124.0,10.0,1.0,4.0,i̇zmi̇r,İzmir
Aygul_Arslan2,121.0,1.0,1.0,12.0,si̇vas,Sivas
basak-anil,114.0,3.0,1.0,3.0,i̇zmi̇r,İzmir
oyku215,119.0,2.0,0.0,0.0,i̇stanbul,İstanbul
Rukiye_Uzulmez2,103.0,13.0,30.0,6.0,i̇stanbul,İstanbul
ebrugevez,111.0,1.0,3.0,3.0,i̇stanbul,İstanbul
gulsum-aslan-1154,52.0,1.0,0.0,0.0,si̇vas,Sivas
meryemdemir1344,86.0,2.0,1.0,2.0,i̇stanbul,İstanbul
seymanur54,121.0,28.0,295.0,7.0,sakarya,Sakarya
MayaToplu,127.0,35.0,253.0,4.0,i̇stanbul,İstanbul
1zeynepp,54.0,5.0,0.0,0.0,afyon,Afyon
nytuser_nazliakkus_8258,29.0,1.0,0.0,0.0,ankara,Ankara
Lezzetdansi,125.0,4.0,3.0,0.0,i̇zmi̇r,İzmir
Gulay_Bahar,108.0,1.0,0.0,1.0,zonguldak,Zonguldak
Merve-Nadir,112.0,1.0,0.0,2.0,i̇stanbul,İstanbul
Azra_Boru,86.0,4.0,15.0,9.0,di̇yarbakir,Diyarbakır
tugbasarikaya74,103.0,11.0,5.0,21.0,i̇stanbul,İstanbul
iremtugcay,124.0,1.0,8.0,14.0,muğla,Muğla
ayseekeskinn,78.0,2.0,0.0,0.0,teki̇rdağ,Tekirdağ
TCSibel_Duman,119.0,22.0,16.0,9.0,i̇stanbul,İstanbul
fatmaaysaydemir,109.0,20.0,43.0,50.0,i̇stanbul,İstanbul
3425istanbul,89.0,10.0,6.0,4.0,i̇stanbul,İstanbul
hsohretli,44.0,2.0,4.0,2.0,i̇stanbul,İstanbul
Caglar_Dogrul,117.0,1.0,3.0,0.0,aydin,Aydın
b11e,118.0,16.0,34.0,44.0,i̇stanbul,İstanbul
Emel_Karakus4,99.0,1.0,12.0,28.0,mani̇sa,Manisa
Zeynep_Serce,120.0,3.0,0.0,9.0,samsun,Samsun
Grp_Gokdemir,116.0,1.0,13.0,21.0,i̇stanbul,İstanbul
sumeyyeonur,96.0,11.0,27.0,23.0,ankara,Ankara
hayaltopuz,75.0,3.0,19.0,30.0,ri̇ze,Rize
purplewoman,117.0,6.0,2.0,1.0,i̇zmi̇r,İzmir
Aysun_Gunduz2,110.0,10.0,11.0,8.0,kahramanmaraş,Kahramanmaraş
Cevriye_Orman,110.0,1.0,3.0,6.0,aydin,Aydın
Nesrin_Erdem2,116.0,3.0,4.0,18.0,i̇stanbul,İstanbul
Serap_Altikiye,120.0,6.0,6.0,3.0,i̇stanbul,İstanbul
asklapisir,62.0,3.0,2.0,2.0,si̇i̇rt,Siirt
Gulsen_Bucak,121.0,2.0,3.0,9.0,aksaray,Aksaray
Sema_Pln,90.0,2.0,15.0,15.0,i̇stanbul,İstanbul
asli67,114.0,1.0,0.0,0.0,zonguldak,Zonguldak
Ebru_Midilli2,69.0,1.0,0.0,1.0,mani̇sa,Manisa
ardabarandurmaz27,93.0,3.0,9.0,4.0,gazi̇antep,Gaziantep
mugeicke,122.0,8.0,22.0,5.0,i̇stanbul,İstanbul
Esma_Askar,122.0,3.0,3.0,3.0,amasya,Amasya
Deniz_Beyoglu,127.0,2.0,1.0,8.0,i̇stanbul,İstanbul
Semanur_Dagci,98.0,1.0,1.0,1.0,i̇stanbul,İstanbul
mutfakperisiii,120.0,7.0,10.0,1.0,i̇stanbul,İstanbul
pinarguler,105.0,2.0,4.0,4.0,i̇stanbul,İstanbul
Sinem_Deniz9,100.0,1.0,1.0,3.0,bursa,Bursa
aybuke123,122.0,1.0,0.0,5.0,ankara,Ankara
mt123,116.0,1.0,2.0,2.0,ankara,Ankara
Nalan_Kocademir,73.0,3.0,0.0,0.0,i̇zmi̇r,İzmir
Eyup_Sasmaz,115.0,5.0,25.0,39.0,ankara,Ankara
esra_bozdag49,37.0,2.0,0.0,0.0,i̇stanbul,İstanbul
evlimutlu00,149.0,1.0,0.0,1.0,yozgat,Yozgat
Selda_Karaman2,93.0,9.0,20.0,25.0,i̇stanbul,İstanbul
kivirciginyemekleri_7785,42.0,7.0,15.0,8.0,di̇yarbakir,Diyarbakır
izlgrpcn,119.0,6.0,10.0,5.0,çanakkale,Çanakkale
ferhad21,66.0,4.0,6.0,4.0,di̇yarbakir,Diyarbakır
sesetekin,92.0,4.0,6.0,8.0,eski̇şehi̇r,Eskişehir
merve9797,111.0,4.0,2.0,25.0,ordu,Ordu
fatmanurm,121.0,2.0,3.0,2.0,trabzon,Trabzon
-ogludan-sonra-sef-olan-anne,122.0,6.0,7.0,14.0,adiyaman,Adıyaman
suna-ikilik-2424,46.0,1.0,1.0,2.0,i̇stanbul,İstanbul
ChefMurat,117.0,1.0,4.0,0.0,ankara,Ankara
zahidebp,64.0,2.0,6.0,2.0,i̇stanbul,İstanbul
meltem-merci,137.0,52.0,62.0,23.0,i̇zmir,İzmir
Poncigin-Annesi,124.0,2.0,3.0,10.0,düzce,Düzce
ftmmms,97.0,4.0,18.0,13.0,aydin,Aydın
senaymacitkesici,35.0,1.0,0.0,0.0,ordu,Ordu
ceylinfatihumut,86.0,6.0,9.0,18.0,konya,Konya
Sumeyye_Fukara,97.0,8.0,7.0,1.0,ankara,Ankara
guzelinsanlar,108.0,30.0,83.0,121.0,nevşehi̇r,Nevşehir
merve-ate-li,127.0,26.0,153.0,24.0,ankara,Ankara
ebrulitarifler,109.0,2.0,2.0,7.0,malatya,Malatya
medinefatih,89.0,2.0,71.0,142.0,i̇stanbul,İstanbul
meriszeh,112.0,1.0,0.0,0.0,kayseri̇,Kayseri
ezgiakaycaba,73.0,13.0,12.0,4.0,i̇stanbul,İstanbul
ozdenuurr,103.0,22.0,360.0,1165.0,bursa,Bursa
esrakcbs12,87.0,1.0,11.0,21.0,bursa,Bursa
brfnkrsl,66.0,3.0,6.0,3.0,şanliurfa,Şanlıurfa
Kubra_Ozdemir84,55.0,7.0,9.0,0.0,i̇stanbul,İstanbul
svvl.5809,44.0,12.0,13.0,15.0,aydin,Aydın
nazancetinkaya,120.0,1.0,0.0,0.0,kars,Kars
zekikiz,124.0,3.0,3.0,6.0,bursa,Bursa
Eda_Pacacioglu,92.0,3.0,4.0,4.0,amasya,Amasya
Gizem_IspanakciBali,62.0,1.0,11.0,51.0,i̇stanbul,İstanbul
secil-yildiz-6342,53.0,17.0,11.0,3.0,i̇zmi̇r,İzmir
seymakarablog,109.0,14.0,15.0,9.0,i̇stanbul,İstanbul
gonulalan27,92.0,9.0,40.0,44.0,gazi̇antep,Gaziantep
h2oe,87.0,1.0,1.0,1.0,kayseri̇,Kayseri
Doga_Demir,120.0,3.0,4.0,0.0,antalya,Antalya
grmue,108.0,3.0,16.0,26.0,konya,Konya
irem523,113.0,28.0,69.0,0.0,i̇stanbul,İstanbul
Meleksu_Inlemezoglu,88.0,1.0,2.0,1.0,bursa,Bursa
mrvasy,95.0,1.0,11.0,36.0,i̇stanbul,İstanbul
rohatt16,73.0,5.0,17.0,2.0,mardi̇n,Mardin
Asli_Sessiz,120.0,2.0,4.0,4.0,i̇zmi̇r,İzmir
Mehmet_Babaturk,115.0,1.0,0.0,1.0,kirşehi̇r,Kırşehir
Zeynep_KarakasHayta,127.0,1.0,5.0,13.0,ankara,Ankara
zemzemklc,80.0,2.0,3.0,2.0,ankara,Ankara
yagmurbozkurt,62.0,1.0,3.0,1.0,gazi̇antep,Gaziantep
Emine_Demir188,45.0,4.0,7.0,1.0,si̇i̇rt,Siirt
nzlkrt,127.0,4.0,2.0,11.0,ankara,Ankara
aslihankirbas3468,93.0,15.0,11.0,36.0,kocaeli̇,Kocaeli
SametUnzule_Tozan,124.0,8.0,9.0,1.0,i̇stanbul,İstanbul
Ebru_Uzunal,113.0,19.0,21.0,5.0,sakarya,Sakarya
sultan-danis1,95.0,1.0,46.0,1.0,batman,Batman
Ece_Yaman,133.0,2.0,2.0,0.0,i̇zmi̇r,İzmir
Furkan_Ozcan4,118.0,2.0,5.0,18.0,i̇stanbul,İstanbul
akaeliff,66.0,5.0,1.0,1.0,mani̇sa,Manisa
SevgiSelen_Dagdelen,122.0,4.0,7.0,2.0,gazi̇antep,Gaziantep
yemekaskii,110.0,6.0,3.0,4.0,i̇stanbul,İstanbul
Bahar_KebatUrkun,95.0,1.0,0.0,0.0,i̇stanbul,İstanbul
yamanimo,76.0,9.0,4.0,5.0,i̇stanbul,İstanbul
kubra-9794,50.0,1.0,7.0,3.0,i̇stanbul,İstanbul
00handan00,118.0,7.0,32.0,61.0,ri̇ze,Rize
Gamze_Yildiz42,110.0,2.0,0.0,1.0,eski̇şehi̇r,Eskişehir
gulaksoooy,15.0,1.0,2.0,1.0,sakarya,Sakarya
seymaadrgt,119.0,1.0,0.0,0.0,teki̇rdağ,Tekirdağ
NurGeylani,126.0,2.0,25.0,46.0,i̇zmi̇r,İzmir
nejlali,128.0,20.0,52.0,57.0,samsun,Samsun
semra-mustafakemal,123.0,23.0,29.0,10.0,i̇stanbul,İstanbul
Ceren_Genc6,63.0,8.0,5.0,0.0,i̇stanbul,İstanbul
Jale_KaynakCakmak,124.0,2.0,2.0,4.0,i̇zmi̇r,İzmir
tugce3301,148.0,5.0,10.0,4.0,mersi̇n,Mersin
Ramazan_Oguz3,110.0,3.0,12.0,21.0,i̇stanbul,İstanbul
yemanjaj,121.0,7.0,100.0,6.0,i̇stanbul,İstanbul
ozge558,115.0,6.0,19.0,24.0,hatay,Hatay
rahimesagdic,109.0,1.0,0.0,0.0,kocaeli̇,Kocaeli
yagmurkaskalakk,49.0,1.0,1.0,1.0,edi̇rne,Edirne
wewaise,81.0,8.0,18.0,0.0,i̇zmi̇r,İzmir
stbb,91.0,6.0,12.0,14.0,kayseri̇,Kayseri
mehmetalpsmom,43.0,1.0,0.0,0.0,balikesi̇r,Balıkesir
Aysegul_Asutay,84.0,3.0,0.0,3.0,balikesi̇r,Balıkesir
Semra_Smsk,64.0,2.0,13.0,2.0,i̇stanbul,İstanbul
Bahar06,149.0,1.0,1.0,2.0,ankara,Ankara
sare14,72.0,4.0,8.0,5.0,i̇stanbul,İstanbul
Erdinc_Erenler,72.0,2.0,8.0,3.0,i̇stanbul,İstanbul
Feyzanur_Demir,126.0,1.0,1.0,0.0,amasya,Amasya
sedafuat,119.0,6.0,7.0,2.0,balikesi̇r,Balıkesir
bilgicbhr,82.0,5.0,7.0,6.0,i̇stanbul,İstanbul
Sinem_SonmezAktas,114.0,18.0,8.0,0.0,ankara,Ankara
Fadime_Teker,112.0,10.0,9.0,6.0,i̇stanbul,İstanbul
burakbaybas,130.0,4.0,3.0,0.0,mani̇sa,Manisa
Tansu_Kaya2,128.0,5.0,7.0,1.0,çorum,Çorum
cansuandyusa,90.0,2.0,14.0,14.0,bayburt,Bayburt
IzzetSumeyye_Cetin,108.0,2.0,1.0,1.0,konya,Konya
meryemoztepe,96.0,4.0,6.0,6.0,antalya,Antalya
mutfagimdanhikayeler,116.0,6.0,26.0,6.0,ankara,Ankara
goog_be999d8c321b,34.0,1.0,1.0,3.0,i̇stanbul,İstanbul
ozgulozdemir42,129.0,3.0,10.0,1.0,konya,Konya
Esra_AySagdic,137.0,1.0,11.0,1.0,i̇stanbul,İstanbul
MerveNur_Demirkol,68.0,6.0,4.0,3.0,bartin,Bartın
marifelihanim,72.0,3.0,5.0,3.0,eski̇şehi̇r,Eskişehir
Sevda_Sinan,100.0,9.0,48.0,114.0,i̇zmi̇r,İzmir
Burcin_Gun,122.0,1.0,4.0,1.0,i̇zmi̇r,İzmir
nytuser_mutfaktazeynepv_2908,53.0,10.0,27.0,5.0,kahramanmaraş,Kahramanmaraş
Dilekdincer,123.0,2.0,14.0,40.0,ankara,Ankara
paandispanya,61.0,5.0,7.0,9.0,afyon,Afyon
GulNur_Esen3,109.0,5.0,4.0,0.0,uşak,Uşak
legend16,70.0,3.0,6.0,4.0,bursa,Bursa
Bayram_Keskin2,90.0,1.0,4.0,8.0,malatya,Malatya
habibecobanoglu1037,78.0,2.0,4.0,10.0,erzurum,Erzurum
hafsa-annesi,63.0,9.0,9.0,2.0,i̇stanbul,İstanbul
Fidan_Yildiz,123.0,12.0,8.0,12.0,antalya,Antalya
sweetlife,126.0,4.0,4.0,0.0,i̇stanbul,İstanbul
Lezzetin_Yeri,89.0,1.0,0.0,0.0,aydin,Aydın
aysesolur,84.0,6.0,4.0,5.0,mardi̇n,Mardin
melekkoc_,52.0,3.0,7.0,6.0,antalya,Antalya
Hilal_Demirarslan,137.0,10.0,24.0,10.0,ankara,Ankara
nytuser_kamurans_7930,55.0,2.0,1.0,2.0,zonguldak,Zonguldak
ilkaysumer,131.0,18.0,19.0,5.0,teki̇rdağ,Tekirdağ
ceylanguney,125.0,3.0,1.0,3.0,bursa,Bursa
toprakailesii,75.0,5.0,24.0,38.0,konya,Konya
Muazzez_Adiyaman,78.0,3.0,26.0,1.0,di̇yarbakir,Diyarbakır
medihacebeci,96.0,47.0,250.0,28.0,i̇stanbul,İstanbul
zeyncskn,62.0,1.0,0.0,0.0,i̇stanbul,İstanbul
nurcan69a,91.0,1.0,3.0,6.0,i̇stanbul,İstanbul
Ummugul_Kurt,119.0,36.0,134.0,11.0,balikesi̇r,Balıkesir
betusunmutfagi,106.0,3.0,6.0,10.0,i̇stanbul,İstanbul
elifsihmantepe,62.0,2.0,2.0,2.0,i̇stanbul,İstanbul
Ibrahim_Kalkan,121.0,3.0,7.0,8.0,kütahya,Kütahya
Leyla_Abbasova2,79.0,2.0,4.0,6.0,bursa,Bursa
EmirAlpEren,110.0,9.0,28.0,24.0,burdur,Burdur
daamlaylmzz,52.0,3.0,5.0,0.0,trabzon,Trabzon
Aysegul_Coskun7,119.0,1.0,0.0,0.0,düzce,Düzce
Yasemin_Kacmaz,126.0,1.0,0.0,1.0,erzurum,Erzurum
Munise_Dikmen,67.0,1.0,0.0,1.0,bursa,Bursa
inciksr,107.0,2.0,4.0,2.0,i̇stanbul,İstanbul
Nehir_Yelekci,118.0,2.0,4.0,0.0,balikesi̇r,Balıkesir
ebrucoban1,96.0,1.0,5.0,1.0,i̇stanbul,İstanbul
dilsahunal,120.0,98.0,83.0,11.0,i̇stanbul,İstanbul
rgokkaya,120.0,12.0,27.0,40.0,i̇stanbul,İstanbul
Esma_Oz2,124.0,17.0,13.0,3.0,aydin,Aydın
Sude_Kocer,62.0,1.0,2.0,1.0,ankara,Ankara
Pinar_Irmak3,78.0,3.0,22.0,12.0,adana,Adana
nytuser_birhataglar_3962,21.0,1.0,1.0,0.0,kocaeli̇,Kocaeli
melbur8586,135.0,2.0,34.0,1.0,i̇stanbul,İstanbul
goog_2e60ce763316,36.0,1.0,0.0,2.0,si̇vas,Sivas
Esra_Yipel,123.0,7.0,2.0,0.0,kayseri̇,Kayseri
