kayit_ay,tarif_sayisi,takipci,takip,sehir,profil_id
126.0,5.0,20.0,10.0,,166775
62.0,4.0,0.0,0.0,,136204
66.0,1.0,0.0,1.0,,156149
98.0,4.0,119.0,515.0,ankara,133941
50.0,7.0,27.0,3.0,,131034
42.0,1.0,3.0,2.0,,195232
114.0,6.0,9.0,2.0,,195233
114.0,5.0,0.0,0.0,bursa,195234
88.0,46.0,257.0,272.0,ankara,117327
122.0,1.0,3.0,0.0,,195235
91.0,1.0,43.0,287.0,adana,158258
62.0,2.0,0.0,1.0,,145782
105.0,3.0,2.0,3.0,gazi̇antep,166732
122.0,4.0,1.0,2.0,,195236
89.0,1.0,0.0,0.0,mani̇sa,163519
131.0,11.0,8.0,37.0,,118461
57.0,1.0,0.0,0.0,,195237
53.0,2.0,1.0,0.0,düzce,195238
89.0,1.0,0.0,1.0,yurtdişi,165806
122.0,2.0,1.0,3.0,,195239
42.0,5.0,1.0,3.0,yalova,130809
123.0,20.0,42.0,27.0,erzi̇ncan,195240
114.0,2.0,1.0,3.0,,195241
131.0,1.0,0.0,4.0,,173863
111.0,1.0,1.0,4.0,,195242
115.0,9.0,15.0,4.0,,195243
62.0,2.0,1.0,9.0,,164698
102.0,13.0,18.0,7.0,teki̇rdağ,195244
48.0,6.0,5.0,10.0,i̇stanbul,195245
41.0,4.0,3.0,0.0,bi̇leci̇k,130886
115.0,1.0,3.0,34.0,,166160
76.0,13.0,13.0,1.0,,195246
71.0,7.0,10.0,2.0,tokat,122253
91.0,2.0,5.0,7.0,yozgat,123808
130.0,2.0,4.0,4.0,bolu,153611
146.0,2.0,9.0,13.0,ankara,171324
124.0,4.0,6.0,8.0,i̇zmi̇r,121880
110.0,1.0,1.0,12.0,,143218
88.0,2.0,0.0,0.0,sakarya,144119
60.0,1.0,0.0,0.0,i̇stanbul,145416
114.0,1.0,0.0,1.0,,195247
71.0,9.0,11.0,18.0,,195248
56.0,1.0,2.0,2.0,,147265
71.0,2.0,1.0,0.0,balikesi̇r,142952
122.0,2.0,3.0,5.0,çorum,195249
128.0,3.0,24.0,222.0,,142608
90.0,13.0,10.0,6.0,,122952
121.0,4.0,0.0,4.0,,195250
124.0,32.0,21.0,2.0,adiyaman,119010
84.0,1.0,0.0,0.0,i̇stanbul,161306
136.0,1.0,0.0,10.0,,162712
97.0,2.0,3.0,7.0,gi̇resun,195251
104.0,7.0,16.0,18.0,ankara,135263
119.0,3.0,7.0,6.0,i̇stanbul,153782
104.0,2.0,3.0,3.0,,143353
126.0,1.0,3.0,5.0,,161619
87.0,23.0,139.0,1.0,kayseri̇,195252
36.0,1.0,2.0,2.0,,148426
124.0,1.0,12.0,43.0,nevşehi̇r,172466
121.0,35.0,35.0,34.0,yurtdişi,135030
87.0,1.0,0.0,0.0,,195253
129.0,45.0,882.0,123.0,samsun,122890
125.0,44.0,75.0,8.0,,121166
69.0,1.0,4.0,7.0,,195254
102.0,4.0,7.0,6.0,,148912
117.0,7.0,6.0,4.0,,139624
119.0,5.0,4.0,3.0,,157422
62.0,3.0,3.0,2.0,antalya,147740
103.0,10.0,36.0,62.0,i̇stanbul,195255
124.0,1.0,3.0,8.0,,157450
116.0,16.0,32.0,6.0,hatay,195256
147.0,1.0,8.0,1.0,,133598
70.0,11.0,9.0,0.0,,195257
115.0,2.0,1.0,0.0,kayseri̇,195258
60.0,1.0,12.0,40.0,bartin,164644
117.0,2.0,5.0,2.0,i̇stanbul,195259
126.0,34.0,31.0,6.0,ankara,120738
121.0,8.0,10.0,6.0,,195260
75.0,1.0,17.0,8.0,,195261
72.0,32.0,34.0,16.0,amasya,137771
97.0,1.0,4.0,11.0,ankara,131727
78.0,3.0,23.0,7.0,ankara,195262
117.0,1.0,0.0,3.0,i̇zmi̇r,195263
95.0,38.0,277.0,0.0,kütahya,126143
125.0,29.0,63.0,29.0,kahramanmaraş,125450
123.0,1.0,0.0,0.0,aydin,168663
123.0,1.0,0.0,2.0,,174644
129.0,1.0,1.0,1.0,,174561
127.0,5.0,11.0,2.0,balikesi̇r,195264
60.0,15.0,5.0,1.0,,195265
47.0,1.0,1.0,1.0,aydin,195266
90.0,7.0,8.0,7.0,,195267
113.0,6.0,6.0,3.0,i̇stanbul,195268
112.0,5.0,15.0,24.0,teki̇rdağ,195269
123.0,3.0,6.0,3.0,,163162
90.0,1.0,0.0,1.0,bursa,195270
88.0,2.0,6.0,0.0,osmani̇ye,149825
83.0,3.0,5.0,0.0,,143245
84.0,3.0,6.0,7.0,yurtdişi,159435
137.0,46.0,348.0,6.0,,134443
111.0,2.0,6.0,23.0,,195271
41.0,1.0,2.0,1.0,i̇zmi̇r,121318
62.0,5.0,55.0,100.0,konya,140648
113.0,3.0,3.0,1.0,antalya,135794
91.0,3.0,5.0,7.0,,195272
119.0,1.0,5.0,2.0,ankara,195273
6.0,2.0,1.0,0.0,,133601
129.0,13.0,13.0,23.0,muğla,195274
78.0,2.0,7.0,0.0,konya,128987
114.0,3.0,2.0,26.0,si̇vas,174461
54.0,10.0,2.0,2.0,şirnak,137689
101.0,2.0,2.0,0.0,,162315
111.0,2.0,1.0,0.0,i̇stanbul,195275
77.0,36.0,88.0,131.0,ankara,129473
112.0,4.0,2.0,0.0,,131930
109.0,1.0,0.0,0.0,,195276
90.0,3.0,12.0,22.0,şanliurfa,165885
123.0,3.0,1.0,0.0,,195277
116.0,8.0,12.0,8.0,i̇zmi̇r,129409
89.0,7.0,10.0,7.0,i̇stanbul,122926
124.0,5.0,8.0,13.0,aydin,195278
108.0,16.0,83.0,176.0,kayseri̇,133162
118.0,4.0,2.0,0.0,,195279
84.0,1.0,10.0,37.0,düzce,171386
111.0,16.0,19.0,0.0,di̇yarbakir,153312
143.0,1.0,0.0,0.0,ankara,195280
119.0,1.0,1.0,2.0,,195281
119.0,4.0,3.0,22.0,konya,195282
132.0,1.0,6.0,13.0,sakarya,169032
126.0,2.0,1.0,5.0,ki̇li̇s,195283
95.0,1.0,2.0,9.0,,158436
124.0,8.0,13.0,8.0,,161897
107.0,1.0,0.0,1.0,bursa,195284
107.0,1.0,2.0,7.0,,195285
96.0,1.0,0.0,1.0,elaziğ,166412
79.0,18.0,14.0,6.0,i̇stanbul,195286
123.0,1.0,2.0,2.0,,195287
82.0,1.0,0.0,1.0,adiyaman,195288
58.0,1.0,0.0,6.0,,138248
121.0,1.0,2.0,0.0,adana,142497
91.0,2.0,15.0,19.0,yurtdişi,136667
143.0,5.0,5.0,12.0,,119219
114.0,1.0,1.0,0.0,,146927
78.0,10.0,62.0,128.0,balikesi̇r,117700
39.0,3.0,0.0,0.0,batman,127729
106.0,2.0,0.0,0.0,,156942
136.0,1.0,0.0,2.0,adana,174377
97.0,3.0,4.0,1.0,yurtdişi,144630
114.0,7.0,379.0,55.0,i̇stanbul,195289
94.0,12.0,2.0,2.0,i̇stanbul,195290
102.0,1.0,6.0,29.0,,166144
133.0,1.0,1.0,0.0,,173877
73.0,2.0,11.0,29.0,ankara,127866
105.0,1.0,0.0,3.0,deni̇zli̇,195291
120.0,9.0,18.0,8.0,muş,195292
89.0,1.0,0.0,2.0,,136526
61.0,2.0,0.0,2.0,,195293
125.0,1.0,1.0,2.0,,160712
76.0,1.0,1.0,3.0,,151379
103.0,1.0,2.0,3.0,yurtdişi,195294
115.0,2.0,2.0,10.0,,148301
76.0,4.0,40.0,57.0,kayseri̇,126508
126.0,1.0,1.0,2.0,,195295
118.0,1.0,0.0,1.0,,159631
99.0,9.0,1.0,3.0,,120318
110.0,2.0,0.0,1.0,,125546
123.0,9.0,10.0,4.0,i̇stanbul,136921
99.0,3.0,7.0,8.0,,141911
62.0,2.0,0.0,0.0,,195296
94.0,11.0,34.0,51.0,ankara,195297
87.0,2.0,20.0,22.0,,166540
130.0,11.0,9.0,3.0,i̇stanbul,195298
109.0,1.0,2.0,2.0,,153478
113.0,3.0,4.0,8.0,,195299
80.0,12.0,94.0,188.0,samsun,195300
64.0,3.0,7.0,2.0,aydin,195301
89.0,2.0,0.0,0.0,,195302
119.0,1.0,2.0,1.0,,195303
121.0,42.0,65.0,26.0,i̇stanbul,124359
98.0,3.0,9.0,1.0,,151276
130.0,1.0,1.0,2.0,yurtdişi,133308
108.0,1.0,2.0,0.0,konya,195304
137.0,2.0,6.0,7.0,adana,174135
119.0,4.0,7.0,0.0,gazi̇antep,195305
61.0,5.0,5.0,2.0,,136070
118.0,2.0,1.0,6.0,,146573
54.0,2.0,2.0,2.0,,151218
112.0,1.0,2.0,0.0,ankara,170630
90.0,7.0,35.0,109.0,sakarya,139657
135.0,1.0,2.0,2.0,,157355
138.0,14.0,45.0,0.0,,132207
119.0,18.0,15.0,9.0,,125575
134.0,1.0,2.0,0.0,,129248
57.0,3.0,1.0,2.0,,152910
108.0,3.0,1.0,4.0,,195306
110.0,2.0,7.0,14.0,trabzon,195307
38.0,2.0,6.0,10.0,,145267
58.0,1.0,0.0,0.0,,126213
89.0,2.0,5.0,1.0,konya,152651
132.0,1.0,2.0,5.0,,123274
124.0,2.0,2.0,2.0,,160048
93.0,2.0,2.0,1.0,,195308
102.0,4.0,3.0,15.0,tokat,195309
131.0,1.0,0.0,5.0,,166747
122.0,10.0,2.0,2.0,,121359
51.0,2.0,2.0,2.0,çankiri,195310
123.0,1.0,0.0,0.0,,195311
123.0,3.0,12.0,7.0,yurtdişi,166065
128.0,1.0,1.0,1.0,yurtdişi,195312
118.0,4.0,1.0,0.0,ankara,169588
70.0,2.0,4.0,2.0,,130341
124.0,5.0,2.0,7.0,i̇stanbul,132845
106.0,5.0,11.0,1.0,antalya,139236
123.0,1.0,2.0,5.0,i̇stanbul,195313
106.0,2.0,0.0,1.0,,195314
40.0,11.0,24.0,6.0,,130083
127.0,12.0,14.0,7.0,,195315
89.0,3.0,2.0,2.0,,163452
115.0,2.0,2.0,15.0,bi̇tli̇s,195316
106.0,109.0,429.0,66.0,bursa,119422
108.0,1.0,3.0,4.0,i̇stanbul,165162
104.0,2.0,8.0,6.0,,156758
126.0,1.0,1.0,4.0,i̇stanbul,195317
39.0,7.0,61.0,265.0,konya,137888
89.0,5.0,4.0,1.0,,195318
118.0,3.0,5.0,4.0,i̇zmi̇r,195319
110.0,4.0,30.0,176.0,aksaray,195320
93.0,5.0,3.0,3.0,i̇stanbul,195321
120.0,1.0,3.0,0.0,,195322
108.0,1.0,4.0,2.0,i̇stanbul,195323
118.0,7.0,4.0,0.0,gi̇resun,195324
65.0,2.0,1.0,0.0,,129488
58.0,1.0,0.0,1.0,mersi̇n,146401
81.0,3.0,16.0,9.0,,159403
76.0,8.0,16.0,8.0,si̇nop,195325
135.0,14.0,85.0,6.0,,195326
145.0,1.0,3.0,4.0,bursa,168474
119.0,1.0,0.0,1.0,,195327
120.0,1.0,0.0,0.0,i̇zmi̇r,120031
75.0,1.0,1.0,2.0,,156089
110.0,12.0,16.0,21.0,,134937
87.0,23.0,14.0,9.0,adana,195328
93.0,26.0,53.0,10.0,yurtdişi,117990
75.0,1.0,0.0,0.0,,126544
86.0,4.0,8.0,11.0,,160967
65.0,1.0,0.0,0.0,,195329
117.0,2.0,0.0,2.0,,118802
116.0,1.0,2.0,3.0,yurtdişi,195330
98.0,1.0,1.0,2.0,yurtdişi,158452
119.0,4.0,2.0,1.0,,195331
108.0,1.0,0.0,0.0,,195332
105.0,1.0,1.0,10.0,ankara,131492
120.0,7.0,6.0,5.0,gümüşhane,195333
110.0,1.0,1.0,14.0,,156901
120.0,1.0,2.0,2.0,,145931
68.0,2.0,6.0,8.0,,136161
104.0,12.0,9.0,6.0,,134824
51.0,1.0,3.0,3.0,trabzon,147348
118.0,7.0,13.0,1.0,,133386
54.0,3.0,0.0,2.0,konya,138029
93.0,1.0,0.0,0.0,mersi̇n,163545
41.0,1.0,10.0,51.0,gazi̇antep,149695
134.0,35.0,58.0,47.0,hatay,195334
111.0,64.0,105.0,7.0,konya,195335
106.0,6.0,2.0,4.0,kastamonu,129399
111.0,1.0,2.0,4.0,,146044
143.0,1.0,2.0,0.0,,127663
69.0,11.0,10.0,12.0,i̇stanbul,119293
122.0,4.0,17.0,3.0,sakarya,136534
96.0,1.0,1.0,0.0,,195336
118.0,1.0,1.0,0.0,,195337
130.0,11.0,13.0,27.0,,134313
108.0,6.0,3.0,1.0,,195338
125.0,5.0,47.0,59.0,bursa,195339
77.0,1.0,0.0,1.0,,195340
73.0,2.0,0.0,1.0,osmani̇ye,156063
115.0,2.0,2.0,2.0,,158974
76.0,2.0,5.0,5.0,i̇stanbul,163370
60.0,4.0,5.0,0.0,sakarya,142923
122.0,41.0,61.0,6.0,di̇yarbakir,118843
71.0,3.0,5.0,3.0,,195341
121.0,1.0,3.0,9.0,,137276
91.0,5.0,27.0,14.0,ri̇ze,150281
121.0,1.0,0.0,5.0,i̇stanbul,195342
126.0,2.0,2.0,4.0,,195343
94.0,6.0,11.0,12.0,bursa,144607
94.0,1.0,4.0,9.0,i̇zmi̇r,195344
122.0,5.0,3.0,2.0,,164118
131.0,2.0,0.0,1.0,,195345
122.0,7.0,11.0,2.0,muğla,195346
111.0,8.0,0.0,0.0,,126822
62.0,6.0,45.0,79.0,bursa,132570
81.0,12.0,28.0,12.0,ankara,145837
79.0,2.0,7.0,9.0,çorum,117846
77.0,6.0,9.0,9.0,edi̇rne,123715
73.0,2.0,3.0,3.0,eski̇şehi̇r,151074
114.0,59.0,205.0,26.0,kayseri̇,124158
125.0,5.0,7.0,36.0,,161616
125.0,13.0,5.0,1.0,,124504
98.0,3.0,3.0,1.0,,195347
37.0,3.0,0.0,0.0,,195348
84.0,3.0,1.0,3.0,bursa,154651
73.0,1.0,3.0,2.0,,167577
101.0,10.0,210.0,15.0,yurtdişi,124881
123.0,5.0,7.0,1.0,,148378
120.0,1.0,0.0,0.0,i̇zmi̇r,195349
100.0,1.0,0.0,2.0,,195350
98.0,29.0,21.0,36.0,van,118242
127.0,9.0,6.0,1.0,bursa,195351
97.0,36.0,40.0,1.0,ağri,195352
124.0,2.0,3.0,2.0,,173672
122.0,1.0,1.0,2.0,,173684
114.0,2.0,0.0,1.0,,161421
96.0,3.0,10.0,3.0,,174014
65.0,3.0,2.0,1.0,kayseri̇,134509
80.0,5.0,4.0,2.0,,195353
115.0,4.0,1.0,2.0,,195354
31.0,1.0,1.0,1.0,,130067
122.0,3.0,6.0,3.0,,195355
111.0,2.0,22.0,30.0,i̇stanbul,195356
131.0,1.0,0.0,0.0,,195357
32.0,1.0,3.0,0.0,karaman,138395
46.0,1.0,0.0,2.0,,127769
115.0,2.0,5.0,10.0,ağri,195358
93.0,1.0,2.0,3.0,i̇zmi̇r,195359
123.0,5.0,1.0,0.0,,146604
83.0,2.0,1.0,0.0,,151833
78.0,4.0,3.0,4.0,çanakkale,128449
130.0,4.0,5.0,8.0,,149190
98.0,2.0,5.0,6.0,yurtdişi,154094
112.0,12.0,14.0,1.0,,122274
64.0,2.0,0.0,0.0,,133000
124.0,2.0,0.0,2.0,,195360
138.0,1.0,15.0,37.0,uşak,195361
77.0,1.0,0.0,0.0,,161117
130.0,5.0,8.0,0.0,,146338
123.0,1.0,5.0,4.0,hatay,195362
114.0,1.0,3.0,3.0,i̇stanbul,163911
80.0,1.0,0.0,2.0,aksaray,162084
126.0,12.0,5.0,1.0,,118964
69.0,4.0,12.0,17.0,malatya,133299
118.0,2.0,0.0,5.0,i̇zmi̇r,195363
82.0,1.0,0.0,2.0,,195364
57.0,30.0,55.0,6.0,yurtdişi,131242
100.0,1.0,2.0,16.0,,139794
62.0,2.0,6.0,3.0,bursa,159232
136.0,30.0,18.0,1.0,,134371
60.0,5.0,8.0,25.0,,140562
93.0,18.0,11.0,4.0,,195365
107.0,2.0,3.0,12.0,i̇stanbul,163025
120.0,1.0,1.0,1.0,,142471
118.0,3.0,1.0,2.0,,169576
54.0,2.0,2.0,4.0,,127927
125.0,12.0,117.0,17.0,adana,195366
53.0,1.0,3.0,4.0,,165235
110.0,1.0,6.0,0.0,,156060
114.0,5.0,12.0,13.0,,136327
111.0,25.0,20.0,8.0,i̇stanbul,195367
123.0,1.0,1.0,3.0,,134427
113.0,6.0,5.0,3.0,bursa,195368
101.0,1.0,4.0,1.0,,195369
103.0,5.0,11.0,6.0,,195370
83.0,1.0,0.0,2.0,i̇stanbul,195371
124.0,2.0,1.0,1.0,,195372
127.0,1.0,1.0,0.0,,169429
80.0,8.0,7.0,7.0,,146735
60.0,7.0,5.0,27.0,,147843
87.0,1.0,1.0,2.0,,195373
55.0,2.0,4.0,12.0,i̇stanbul,151274
112.0,8.0,4.0,12.0,,195374
131.0,2.0,4.0,7.0,yalova,152377
123.0,3.0,19.0,18.0,,148297
55.0,2.0,1.0,2.0,i̇stanbul,195375
49.0,1.0,2.0,1.0,i̇stanbul,151912
39.0,1.0,3.0,2.0,i̇stanbul,144977
134.0,1.0,0.0,0.0,,195376
97.0,2.0,2.0,2.0,di̇yarbakir,195377
130.0,1.0,1.0,6.0,,195378
48.0,1.0,0.0,0.0,,160244
59.0,1.0,0.0,1.0,,165312
131.0,1.0,1.0,6.0,kars,133060
120.0,1.0,1.0,1.0,i̇zmi̇r,195379
68.0,5.0,11.0,10.0,antalya,133770
30.0,2.0,1.0,0.0,,130062
98.0,2.0,2.0,2.0,yurtdişi,162950
126.0,12.0,39.0,33.0,eski̇şehi̇r,195380
131.0,1.0,16.0,50.0,,159174
61.0,1.0,1.0,3.0,,149552
120.0,5.0,4.0,1.0,,137406
122.0,3.0,1.0,6.0,i̇stanbul,195381
62.0,5.0,3.0,1.0,,129422
130.0,1.0,1.0,0.0,,173861
97.0,1.0,2.0,6.0,,166653
78.0,29.0,100.0,4.0,ankara,195382
105.0,7.0,8.0,9.0,,195383
103.0,1.0,7.0,7.0,,195384
82.0,4.0,7.0,1.0,,136450
124.0,1.0,1.0,0.0,i̇stanbul,173779
124.0,21.0,45.0,9.0,hatay,195385
126.0,5.0,5.0,1.0,kocaeli̇,195386
127.0,1.0,1.0,13.0,eski̇şehi̇r,149912
127.0,22.0,23.0,14.0,,195387
122.0,3.0,0.0,0.0,,195388
101.0,3.0,20.0,22.0,i̇stanbul,195389
103.0,2.0,4.0,0.0,,158037
70.0,12.0,11.0,5.0,i̇zmi̇r,131208
54.0,1.0,1.0,1.0,sakarya,195390
74.0,3.0,2.0,4.0,i̇stanbul,195391
117.0,5.0,7.0,0.0,,195392
52.0,2.0,2.0,1.0,,133639
122.0,3.0,8.0,14.0,kayseri̇,195393
120.0,6.0,23.0,3.0,antalya,144684
78.0,1.0,1.0,0.0,ankara,195394
112.0,16.0,23.0,23.0,bursa,195395
134.0,1.0,1.0,2.0,i̇stanbul,156609
131.0,8.0,4.0,0.0,,160174
125.0,18.0,18.0,1.0,,135910
80.0,1.0,1.0,1.0,,195396
54.0,5.0,63.0,143.0,kayseri̇,141469
105.0,2.0,26.0,33.0,,166751
116.0,19.0,10.0,6.0,i̇zmi̇r,195397
5.0,1.0,1.0,0.0,eski̇şehi̇r,195398
56.0,1.0,0.0,0.0,,131353
119.0,1.0,2.0,1.0,,172707
115.0,4.0,7.0,8.0,bi̇leci̇k,195399
127.0,3.0,24.0,71.0,van,195400
136.0,3.0,8.0,6.0,i̇stanbul,159028
59.0,2.0,4.0,16.0,,141509
76.0,25.0,14.0,3.0,konya,195401
111.0,1.0,0.0,0.0,,170509
109.0,16.0,5.0,1.0,,195402
113.0,1.0,1.0,0.0,ordu,159865
44.0,1.0,0.0,0.0,,137972
68.0,2.0,0.0,0.0,,168129
51.0,2.0,3.0,0.0,,141425
117.0,9.0,13.0,2.0,,195403
49.0,2.0,0.0,0.0,adana,141047
129.0,1.0,0.0,5.0,,167064
76.0,4.0,15.0,9.0,kocaeli̇,138538
137.0,6.0,4.0,0.0,,146236
130.0,29.0,12.0,1.0,i̇zmi̇r,195404
114.0,7.0,4.0,31.0,i̇zmi̇r,163065
116.0,2.0,0.0,2.0,,195405
69.0,2.0,0.0,0.0,,134631
89.0,21.0,18.0,7.0,mersi̇n,195406
69.0,7.0,4.0,0.0,konya,195407
102.0,1.0,1.0,21.0,i̇stanbul,134080
114.0,2.0,7.0,6.0,,195408
116.0,1.0,0.0,3.0,,195409
119.0,1.0,5.0,5.0,,195410
69.0,9.0,41.0,88.0,ankara,131461
57.0,1.0,0.0,0.0,i̇stanbul,195411
73.0,9.0,5.0,0.0,gazi̇antep,131176
125.0,3.0,6.0,2.0,,195412
35.0,2.0,6.0,0.0,,195413
81.0,14.0,20.0,1.0,ardahan,120238
70.0,2.0,8.0,9.0,antalya,141513
63.0,2.0,3.0,1.0,,195414
120.0,2.0,25.0,30.0,ankara,195415
97.0,1.0,4.0,20.0,,174060
96.0,4.0,3.0,0.0,adana,195416
127.0,15.0,11.0,4.0,i̇stanbul,195417
108.0,2.0,1.0,1.0,i̇stanbul,166779
104.0,4.0,1.0,3.0,i̇stanbul,195418
61.0,1.0,0.0,0.0,,195419
33.0,1.0,1.0,0.0,,152837
139.0,2.0,6.0,7.0,,195420
136.0,2.0,0.0,3.0,i̇stanbul,136350
96.0,1.0,6.0,24.0,konya,195421
115.0,27.0,17.0,2.0,,195422
62.0,1.0,1.0,0.0,i̇zmi̇r,195423
125.0,9.0,9.0,8.0,,195424
128.0,4.0,3.0,10.0,,123370
76.0,3.0,5.0,5.0,bolu,195425
62.0,3.0,4.0,1.0,,195426
83.0,10.0,8.0,0.0,,195427
145.0,7.0,7.0,10.0,yurtdişi,195428
126.0,13.0,14.0,4.0,,119990
119.0,1.0,0.0,0.0,,174175
134.0,6.0,14.0,20.0,i̇stanbul,127653
126.0,4.0,12.0,20.0,,148147
112.0,1.0,0.0,2.0,i̇zmi̇r,195429
134.0,1.0,1.0,5.0,,122518
108.0,1.0,1.0,0.0,,195430
88.0,6.0,4.0,13.0,mani̇sa,141895
117.0,4.0,2.0,0.0,kastamonu,195431
114.0,11.0,20.0,18.0,kayseri̇,154259
125.0,4.0,3.0,1.0,,149056
144.0,8.0,23.0,0.0,gazi̇antep,153211
120.0,1.0,1.0,0.0,ankara,169017
104.0,4.0,4.0,1.0,i̇stanbul,148765
131.0,2.0,2.0,2.0,,122183
116.0,1.0,11.0,3.0,i̇zmi̇r,195432
78.0,1.0,1.0,1.0,,195433
106.0,3.0,0.0,1.0,gazi̇antep,195434
52.0,2.0,70.0,330.0,si̇vas,130814
124.0,3.0,0.0,6.0,kocaeli̇,135805
100.0,2.0,1.0,0.0,,133046
120.0,6.0,3.0,1.0,,195435
100.0,1.0,1.0,2.0,,136816
96.0,9.0,14.0,11.0,i̇stanbul,136255
72.0,1.0,0.0,0.0,i̇zmi̇r,195436
103.0,3.0,2.0,8.0,,158549
78.0,1.0,2.0,3.0,,195437
122.0,4.0,8.0,10.0,kastamonu,156691
115.0,1.0,1.0,1.0,,144483
51.0,4.0,2.0,0.0,,134526
121.0,1.0,0.0,1.0,,171825
57.0,2.0,1.0,0.0,,160454
142.0,7.0,7.0,0.0,zonguldak,135202
100.0,2.0,1.0,4.0,ağri,165946
90.0,4.0,12.0,17.0,,150401
75.0,1.0,0.0,1.0,çorum,157914
63.0,1.0,2.0,0.0,,129163
115.0,10.0,11.0,15.0,ankara,137258
119.0,5.0,6.0,17.0,,195438
127.0,13.0,34.0,2.0,,125924
114.0,12.0,16.0,11.0,i̇stanbul,137163
107.0,3.0,2.0,2.0,i̇stanbul,195439
127.0,2.0,3.0,13.0,,157466
116.0,30.0,58.0,205.0,yurtdişi,136812
67.0,1.0,1.0,5.0,aydin,159193
113.0,1.0,0.0,0.0,,195440
74.0,2.0,8.0,2.0,yurtdişi,165095
127.0,2.0,10.0,2.0,i̇stanbul,166455
124.0,3.0,6.0,6.0,,154576
110.0,2.0,2.0,1.0,,162442
35.0,1.0,1.0,1.0,,147145
105.0,3.0,2.0,5.0,i̇stanbul,195441
109.0,33.0,45.0,9.0,i̇stanbul,195442
125.0,1.0,14.0,57.0,,195443
106.0,2.0,34.0,52.0,erzurum,117442
115.0,37.0,41.0,8.0,i̇stanbul,120191
97.0,4.0,13.0,11.0,si̇vas,120749
123.0,5.0,4.0,1.0,,125616
79.0,5.0,7.0,10.0,,195444
88.0,1.0,1.0,0.0,,195445
139.0,3.0,2.0,0.0,,155931
78.0,1.0,8.0,5.0,,165587
144.0,1.0,2.0,0.0,,166084
122.0,1.0,0.0,0.0,,135784
114.0,15.0,31.0,35.0,balikesi̇r,119320
113.0,9.0,20.0,35.0,mersi̇n,122997
94.0,5.0,2.0,3.0,,119652
126.0,23.0,106.0,162.0,gazi̇antep,130524
112.0,6.0,4.0,8.0,kastamonu,195446
124.0,48.0,50.0,42.0,yurtdişi,195447
126.0,1.0,0.0,0.0,,195448
118.0,7.0,17.0,25.0,,156944
109.0,3.0,6.0,14.0,yurtdişi,125354
66.0,4.0,7.0,13.0,yozgat,129489
71.0,6.0,6.0,12.0,,195449
124.0,2.0,5.0,3.0,,170775
113.0,17.0,12.0,2.0,i̇stanbul,137079
120.0,2.0,4.0,8.0,,195450
158.0,37.0,277.0,62.0,,119245
122.0,6.0,0.0,0.0,i̇stanbul,195451
46.0,1.0,1.0,1.0,çanakkale,150014
97.0,10.0,15.0,13.0,ankara,143476
126.0,3.0,4.0,9.0,uşak,195452
94.0,4.0,3.0,2.0,,146433
148.0,35.0,157.0,2.0,ankara,125777
120.0,4.0,6.0,2.0,hatay,142004
76.0,1.0,0.0,0.0,,151373
112.0,2.0,2.0,3.0,malatya,166868
68.0,1.0,0.0,1.0,kayseri̇,147703
108.0,1.0,0.0,2.0,,195453
96.0,3.0,27.0,85.0,amasya,195454
118.0,1.0,2.0,0.0,,173541
125.0,1.0,1.0,0.0,,195455
118.0,13.0,17.0,22.0,konya,195456
92.0,7.0,7.0,5.0,ankara,195457
69.0,2.0,2.0,2.0,,138525
62.0,7.0,9.0,6.0,,132674
106.0,2.0,8.0,0.0,yurtdişi,195458
113.0,25.0,21.0,17.0,kayseri̇,195459
153.0,7.0,223.0,5.0,i̇stanbul,155932
119.0,1.0,0.0,3.0,erzi̇ncan,195460
52.0,3.0,1.0,6.0,,136034
119.0,5.0,4.0,7.0,,195461
142.0,1.0,0.0,1.0,,174631
95.0,6.0,12.0,4.0,si̇vas,139700
71.0,9.0,4.0,10.0,kocaeli̇,136084
109.0,1.0,0.0,0.0,i̇stanbul,173093
90.0,5.0,26.0,25.0,,156482
24.0,4.0,17.0,118.0,trabzon,128897
105.0,1.0,0.0,0.0,,150559
86.0,3.0,0.0,0.0,sakarya,145892
119.0,20.0,28.0,11.0,kayseri̇,135756
20.0,3.0,7.0,10.0,,147100
128.0,1.0,1.0,1.0,,161955
70.0,5.0,9.0,2.0,mani̇sa,195462
123.0,2.0,6.0,4.0,,195463
75.0,7.0,4.0,4.0,i̇stanbul,195464
127.0,5.0,15.0,52.0,bursa,195465
112.0,3.0,4.0,0.0,aydin,195466
62.0,3.0,1.0,2.0,,144413
126.0,3.0,2.0,5.0,ankara,135926
113.0,5.0,2.0,8.0,,195467
120.0,2.0,6.0,3.0,,195468
124.0,20.0,18.0,17.0,bursa,125879
127.0,1.0,1.0,4.0,,169257
99.0,4.0,5.0,9.0,,141961
129.0,3.0,9.0,1.0,,127289
22.0,2.0,7.0,6.0,,149392
113.0,1.0,0.0,2.0,,195469
128.0,4.0,6.0,5.0,,171193
97.0,2.0,6.0,1.0,bi̇ngöl,160350
70.0,10.0,25.0,5.0,samsun,128117
123.0,2.0,0.0,2.0,,131882
111.0,4.0,2.0,1.0,i̇zmi̇r,159792
46.0,4.0,3.0,1.0,,149221
95.0,1.0,1.0,3.0,,168214
108.0,1.0,0.0,0.0,balikesi̇r,195470
64.0,1.0,0.0,0.0,,157634
132.0,1.0,1.0,0.0,,195471
